Sex,Age,Height,Weight,NOC,Year,Season,Sport,Medal
1,22.0,183.0,76.0,85,2012,0,2,No Medal
1,31.0,185.0,92.0,64,1998,1,24,Bronze
1,35.0,185.0,92.0,64,2002,1,24,No Medal
1,27.0,186.0,105.0,34,2010,1,8,No Medal
1,27.0,186.0,105.0,34,2010,1,8,No Medal
1,31.0,186.0,105.0,34,2014,1,8,No Medal
1,31.0,186.0,105.0,34,2014,1,8,No Medal
1,27.0,194.0,85.0,204,2008,0,47,No Medal
0,25.0,171.0,78.0,49,2000,0,25,No Medal
1,23.0,168.0,63.0,49,2000,0,9,Bronze
1,26.0,189.0,97.0,7,2016,0,31,No Medal
0,20.0,162.0,56.0,123,2000,0,14,No Medal
0,20.0,162.0,56.0,123,2000,0,14,No Medal
0,24.0,162.0,56.0,123,2004,0,14,No Medal
0,24.0,162.0,56.0,123,2004,0,14,No Medal
0,24.0,162.0,56.0,123,2004,0,14,No Medal
0,28.0,162.0,56.0,123,2008,0,14,No Medal
1,27.0,169.0,87.5,204,2000,0,49,No Medal
1,31.0,169.0,87.5,204,2004,0,49,No Medal
1,20.0,195.0,89.0,204,2004,0,2,No Medal
1,21.0,170.0,69.0,34,2008,0,49,No Medal
1,23.0,168.0,67.0,30,2000,0,21,No Medal
1,23.0,168.0,67.0,30,2000,0,21,No Medal
1,23.0,168.0,67.0,30,2000,0,21,No Medal
1,23.0,168.0,67.0,30,2000,0,21,No Medal
1,23.0,168.0,67.0,30,2000,0,21,No Medal
1,23.0,168.0,67.0,30,2000,0,21,No Medal
1,23.0,168.0,67.0,30,2000,0,21,No Medal
1,23.0,168.0,67.0,30,2000,0,21,No Medal
0,35.0,168.0,63.0,52,2002,1,12,No Medal
0,34.0,169.0,66.0,182,2006,1,12,Gold
0,38.0,169.0,66.0,182,2010,1,12,Gold
1,35.0,188.0,95.0,141,2010,1,24,No Medal
0,19.0,173.0,64.0,141,2008,0,18,No Medal
1,30.0,183.0,84.0,201,2010,1,35,No Medal
0,32.0,171.0,78.5,64,2000,0,49,No Medal
0,24.0,158.0,55.0,182,2000,0,15,No Medal
0,24.0,158.0,55.0,182,2000,0,15,No Medal
0,32.0,158.0,55.0,182,2008,0,15,No Medal
0,32.0,158.0,55.0,182,2008,0,15,No Medal
1,28.0,181.0,68.0,141,1998,1,28,Gold
1,28.0,181.0,68.0,141,1998,1,28,No Medal
0,20.0,172.0,86.0,182,2006,1,24,Silver
0,19.0,173.0,52.5,141,2014,1,36,No Medal
0,28.0,170.0,67.0,141,2000,0,32,No Medal
0,28.0,181.0,67.0,141,2008,0,22,Gold
0,32.0,181.0,67.0,141,2012,0,22,Gold
0,36.0,181.0,67.0,141,2016,0,22,Bronze
0,26.0,179.0,80.0,52,2010,1,37,No Medal
1,19.0,169.0,68.0,182,2006,1,37,No Medal
1,22.0,174.0,70.0,182,2016,0,18,No Medal
1,23.0,185.0,87.0,182,2006,1,24,Gold
1,27.0,185.0,87.0,182,2010,1,24,No Medal
1,31.0,185.0,87.0,182,2014,1,24,Silver
1,28.0,181.0,82.0,182,2008,0,42,No Medal
1,28.0,181.0,82.0,182,2008,0,42,No Medal
1,32.0,181.0,82.0,182,2012,0,42,No Medal
0,21.0,171.0,60.0,182,2012,0,33,No Medal
1,25.0,175.0,74.0,86,2010,1,11,No Medal
1,27.0,183.0,80.0,13,2016,0,33,No Medal
1,27.0,183.0,80.0,13,2016,0,33,No Medal
0,21.0,173.0,58.0,101,2000,0,2,No Medal
0,25.0,173.0,58.0,101,2004,0,2,No Medal
1,22.0,172.0,60.0,159,2000,0,9,No Medal
0,19.0,175.0,55.0,24,2008,0,29,Bronze
0,15.0,153.0,60.0,198,2012,0,40,No Medal
0,19.0,153.0,60.0,198,2016,0,40,No Medal
1,21.0,180.0,80.0,141,2002,1,37,No Medal
1,25.0,180.0,80.0,141,2006,1,37,No Medal
0,24.0,176.0,60.0,199,2016,0,2,No Medal
1,25.0,174.0,74.0,39,2008,0,23,No Medal
0,25.0,172.0,63.0,39,2004,0,38,No Medal
0,21.0,178.0,69.0,39,2008,0,40,No Medal
0,21.0,180.0,67.0,39,2004,0,43,Gold
0,20.0,166.0,54.0,39,2008,0,41,Bronze
0,24.0,166.0,54.0,39,2012,0,41,Silver
0,28.0,170.0,63.0,39,2012,0,16,No Medal
0,28.0,170.0,63.0,39,2012,0,16,Gold
0,27.0,170.0,68.0,39,2016,0,13,No Medal
0,27.0,178.0,75.0,39,2004,0,30,No Medal
0,16.0,167.0,64.0,39,2000,0,40,No Medal
0,20.0,167.0,64.0,39,2004,0,40,Gold
0,20.0,167.0,64.0,39,2004,0,40,No Medal
0,25.0,164.0,62.0,39,2016,0,3,No Medal
1,30.0,178.0,75.0,39,2008,0,32,No Medal
0,25.0,164.0,66.0,39,2016,0,3,No Medal
1,26.0,165.0,62.0,39,2012,0,14,Gold
1,24.0,165.0,62.0,205,2000,0,2,No Medal
1,26.0,190.0,93.0,34,2006,1,24,No Medal
1,30.0,190.0,93.0,34,2010,1,24,Gold
1,34.0,190.0,93.0,34,2014,1,24,Gold
0,25.0,184.0,74.0,159,2012,0,30,No Medal
1,27.0,182.0,83.0,159,2000,0,16,No Medal
1,27.0,182.0,83.0,159,2000,0,16,No Medal
1,31.0,182.0,80.0,115,2000,0,13,No Medal
0,23.0,162.0,57.0,49,2004,0,25,Bronze
0,27.0,162.0,57.0,49,2008,0,25,No Medal
0,31.0,162.0,57.0,49,2012,0,25,No Medal
1,20.0,198.0,90.0,34,2000,0,40,No Medal
1,20.0,198.0,90.0,34,2000,0,40,No Medal
1,20.0,198.0,90.0,34,2000,0,40,No Medal
1,20.0,198.0,90.0,34,2000,0,40,No Medal
1,24.0,198.0,90.0,34,2004,0,40,No Medal
1,21.0,183.0,77.0,94,2012,0,6,No Medal
1,25.0,183.0,77.0,94,2016,0,6,Silver
1,24.0,190.0,99.0,73,2006,1,37,No Medal
0,22.0,184.0,75.0,181,2000,0,5,No Medal
0,24.0,175.0,60.0,199,2012,0,2,No Medal
0,28.0,175.0,60.0,199,2016,0,2,No Medal
1,32.0,177.0,79.0,164,2000,0,42,No Medal
1,36.0,177.0,79.0,201,2004,0,42,No Medal
1,36.0,177.0,79.0,201,2004,0,42,No Medal
1,29.0,188.0,94.0,73,1998,1,24,No Medal
1,22.0,184.0,75.0,60,2000,0,18,Silver
0,28.0,172.0,62.0,73,2008,0,40,No Medal
0,28.0,172.0,62.0,73,2008,0,40,No Medal
1,24.0,183.0,76.0,73,2004,0,40,No Medal
1,28.0,183.0,76.0,73,2008,0,40,Bronze
1,32.0,183.0,76.0,73,2012,0,40,Silver
1,23.0,186.0,83.0,73,2004,0,33,No Medal
1,23.0,186.0,83.0,73,2004,0,33,Silver
0,25.0,181.0,72.0,108,1998,1,39,No Medal
0,25.0,181.0,72.0,108,1998,1,39,No Medal
0,25.0,181.0,72.0,108,1998,1,39,No Medal
0,29.0,181.0,72.0,108,2002,1,39,No Medal
0,29.0,181.0,72.0,108,2002,1,39,No Medal
0,32.0,178.0,77.0,69,2012,0,32,No Medal
1,27.0,186.0,97.0,108,2014,1,8,No Medal
1,25.0,187.0,102.0,108,2000,0,2,No Medal
1,29.0,187.0,102.0,108,2004,0,2,No Medal
1,23.0,178.0,64.0,160,2012,0,9,No Medal
0,18.0,158.0,48.0,199,2000,0,25,No Medal
0,26.0,158.0,48.0,199,2008,0,25,No Medal
1,24.0,190.0,90.0,34,2016,0,30,No Medal
0,21.0,173.0,64.0,34,2006,1,0,No Medal
0,20.0,178.0,65.0,91,2012,0,40,No Medal
0,20.0,178.0,65.0,91,2012,0,40,No Medal
0,25.0,178.0,65.0,91,2016,0,40,No Medal
0,25.0,178.0,65.0,91,2016,0,40,No Medal
0,28.0,178.0,68.0,179,2000,0,30,No Medal
0,32.0,178.0,68.0,179,2004,0,30,No Medal
1,20.0,190.0,81.0,179,2000,0,40,No Medal
1,20.0,190.0,81.0,179,2000,0,40,No Medal
1,24.0,190.0,81.0,179,2004,0,40,No Medal
1,28.0,186.0,78.0,5,2000,0,5,No Medal
1,32.0,186.0,78.0,5,2004,0,5,No Medal
1,25.0,183.0,83.0,34,2004,0,32,No Medal
0,24.0,174.0,65.0,179,2014,1,24,Bronze
0,26.0,185.0,78.0,73,2000,0,30,Gold
0,30.0,185.0,78.0,73,2004,0,30,Gold
0,34.0,185.0,78.0,73,2008,0,30,Bronze
1,20.0,185.0,83.0,64,2002,1,19,No Medal
1,28.0,185.0,83.0,64,2010,1,19,No Medal
0,22.0,153.0,47.0,124,2004,0,2,No Medal
0,30.0,153.0,47.0,124,2012,0,2,No Medal
0,34.0,153.0,47.0,124,2016,0,2,No Medal
0,23.0,162.0,48.0,73,2000,0,32,Silver
0,27.0,162.0,48.0,73,2004,0,32,No Medal
1,22.0,186.0,78.0,7,2004,0,18,Gold
0,22.0,167.0,53.0,143,2014,1,37,No Medal
1,25.0,171.0,73.0,18,2008,0,23,No Medal
1,29.0,171.0,73.0,18,2012,0,23,No Medal
1,17.0,168.0,60.0,42,2004,0,42,No Medal
1,17.0,168.0,60.0,42,2004,0,42,No Medal
1,24.0,181.0,78.0,18,2016,0,23,Silver
1,24.0,188.0,85.0,27,2016,0,5,No Medal
1,25.0,169.0,51.0,26,2004,0,9,No Medal
0,29.0,172.0,59.0,65,2000,0,30,No Medal
0,44.0,160.0,55.0,33,2016,0,2,No Medal
1,26.0,174.0,73.0,24,2014,1,7,No Medal
1,26.0,174.0,73.0,24,2014,1,7,No Medal
1,26.0,174.0,73.0,24,2014,1,7,No Medal
1,27.0,172.0,65.0,24,2016,0,2,No Medal
1,25.0,200.0,100.0,24,2008,0,30,No Medal
1,29.0,200.0,100.0,24,2012,0,30,No Medal
1,33.0,200.0,100.0,24,2016,0,30,No Medal
1,30.0,203.0,90.0,161,2016,0,6,No Medal
1,30.0,180.0,81.0,161,2016,0,10,No Medal
1,32.0,172.0,66.0,65,2004,0,15,No Medal
1,32.0,172.0,66.0,65,2004,0,15,Gold
1,21.0,180.0,70.0,202,2004,0,40,No Medal
1,28.0,185.0,92.0,64,2006,1,24,Silver
1,32.0,185.0,92.0,64,2010,1,24,Bronze
0,30.0,156.0,60.0,111,2012,0,32,No Medal
0,17.0,170.0,53.0,92,2016,0,29,No Medal
1,26.0,178.0,84.0,161,2000,0,33,No Medal
1,30.0,178.0,84.0,161,2004,0,33,Bronze
1,27.0,202.0,105.0,199,2000,0,30,No Medal
1,31.0,202.0,105.0,199,2004,0,30,Bronze
1,35.0,202.0,105.0,199,2008,0,30,No Medal
1,38.0,202.0,105.0,199,2012,0,30,No Medal
0,27.0,180.0,75.0,201,2012,0,15,No Medal
0,21.0,169.0,53.0,75,2000,0,40,No Medal
0,25.0,169.0,53.0,75,2004,0,40,No Medal
0,25.0,169.0,53.0,75,2004,0,40,No Medal
0,29.0,169.0,53.0,75,2008,0,40,No Medal
0,33.0,169.0,53.0,75,2012,0,40,No Medal
1,32.0,180.0,78.0,89,2008,0,15,No Medal
1,20.0,182.0,82.0,89,2016,0,32,No Medal
0,30.0,179.0,68.0,11,2016,0,23,No Medal
1,23.0,183.0,80.0,96,2008,0,13,No Medal
1,28.0,199.0,71.0,89,2004,0,30,No Medal
0,39.0,172.0,57.0,89,2016,0,30,No Medal
1,20.0,177.0,77.0,89,2014,1,0,No Medal
1,20.0,177.0,77.0,89,2014,1,0,No Medal
1,33.0,187.0,90.0,201,2000,0,48,No Medal
1,23.0,188.0,78.0,24,2008,0,2,No Medal
1,27.0,188.0,78.0,24,2012,0,2,No Medal
1,22.0,184.0,96.0,34,2008,0,1,No Medal
1,22.0,184.0,96.0,34,2008,0,1,No Medal
0,32.0,163.0,61.0,89,2008,0,15,No Medal
0,32.0,163.0,61.0,89,2008,0,15,No Medal
1,31.0,164.0,57.0,11,2000,0,43,No Medal
1,27.0,173.0,79.0,161,2000,0,9,No Medal
0,27.0,163.0,57.0,27,2016,0,40,No Medal
0,27.0,163.0,57.0,27,2016,0,40,No Medal
0,27.0,163.0,57.0,27,2016,0,40,No Medal
1,20.0,188.0,73.0,201,2006,1,17,No Medal
1,24.0,188.0,73.0,201,2010,1,17,Gold
1,20.0,171.0,65.0,161,1998,1,28,No Medal
1,24.0,171.0,65.0,161,2002,1,28,No Medal
1,24.0,171.0,65.0,161,2002,1,28,No Medal
0,20.0,176.0,101.0,199,2016,0,49,No Medal
1,19.0,166.0,60.0,199,2000,0,14,No Medal
1,23.0,166.0,60.0,199,2004,0,14,No Medal
0,28.0,160.0,55.0,24,2002,1,7,No Medal
0,28.0,160.0,55.0,24,2002,1,7,No Medal
1,21.0,178.0,70.0,199,1998,1,7,No Medal
1,21.0,178.0,70.0,199,1998,1,7,No Medal
1,25.0,178.0,70.0,199,2002,1,7,No Medal
1,25.0,178.0,70.0,199,2002,1,7,No Medal
1,25.0,178.0,70.0,199,2002,1,7,No Medal
1,29.0,178.0,70.0,199,2006,1,7,No Medal
1,29.0,178.0,70.0,199,2006,1,7,No Medal
1,29.0,178.0,70.0,199,2006,1,7,No Medal
1,29.0,178.0,70.0,199,2006,1,7,No Medal
0,20.0,180.0,85.0,161,2004,0,2,No Medal
0,28.0,180.0,85.0,161,2012,0,2,Gold
1,21.0,194.0,112.0,141,2010,1,24,No Medal
1,27.0,174.0,60.0,24,2002,1,36,No Medal
1,27.0,174.0,60.0,24,2002,1,36,No Medal
1,23.0,180.0,86.0,141,2014,1,24,No Medal
1,31.0,182.0,88.0,199,2002,1,24,No Medal
1,31.0,184.0,80.0,161,2000,0,33,No Medal
1,24.0,190.0,125.0,161,2008,0,2,No Medal
1,23.0,189.0,120.0,24,2004,0,2,No Medal
1,27.0,189.0,120.0,24,2008,0,2,No Medal
1,31.0,189.0,120.0,24,2012,0,2,No Medal
0,26.0,178.0,64.0,153,2016,0,16,No Medal
1,20.0,175.0,67.0,192,2006,1,26,No Medal
1,24.0,175.0,67.0,192,2010,1,26,No Medal
1,26.0,174.0,66.0,39,2016,0,25,No Medal
0,18.0,178.0,66.0,39,2008,0,48,No Medal
0,22.0,178.0,66.0,39,2012,0,48,No Medal
0,26.0,178.0,66.0,39,2016,0,48,No Medal
1,27.0,186.0,78.0,39,2012,0,16,No Medal
1,27.0,186.0,78.0,39,2012,0,16,No Medal
1,32.0,186.0,78.0,39,2016,0,16,No Medal
1,32.0,186.0,78.0,39,2016,0,16,No Medal
0,24.0,167.0,58.0,39,2012,0,3,Silver
0,28.0,167.0,58.0,39,2016,0,3,No Medal
0,26.0,162.0,62.0,39,1998,1,24,No Medal
1,24.0,176.0,74.0,39,2004,0,42,No Medal
1,24.0,176.0,74.0,39,2004,0,42,Gold
1,28.0,176.0,74.0,39,2008,0,42,Gold
1,28.0,176.0,74.0,39,2008,0,42,Gold
0,20.0,162.0,60.0,39,2008,0,13,No Medal
1,23.0,175.0,72.0,39,2012,0,42,Gold
1,27.0,175.0,72.0,39,2016,0,42,Gold
1,27.0,175.0,72.0,39,2016,0,42,Gold
0,18.0,167.0,61.0,39,2016,0,13,No Medal
0,20.0,173.0,78.0,39,2004,0,2,No Medal
0,23.0,174.0,68.0,39,2016,0,10,No Medal
0,23.0,174.0,68.0,39,2016,0,10,No Medal
0,20.0,172.0,69.0,39,2010,1,24,No Medal
1,26.0,180.0,84.0,39,2008,0,50,No Medal
0,25.0,172.0,62.0,39,2012,0,23,No Medal
0,19.0,166.0,65.0,39,1998,1,24,No Medal
0,23.0,166.0,65.0,39,2002,1,24,No Medal
0,28.0,172.0,73.0,39,2016,0,18,No Medal
0,23.0,184.0,80.0,39,2008,0,2,No Medal
0,27.0,184.0,80.0,39,2012,0,2,No Medal
0,23.0,162.0,56.0,39,2000,0,13,No Medal
0,27.0,162.0,56.0,39,2004,0,13,No Medal
0,24.0,174.0,70.0,39,2004,0,23,No Medal
0,28.0,174.0,70.0,39,2008,0,23,Silver
0,31.0,174.0,70.0,39,2012,0,23,No Medal
0,32.0,158.0,52.0,39,2016,0,25,No Medal
1,20.0,185.0,82.0,39,2002,1,39,No Medal
1,26.0,168.0,63.0,39,2010,1,34,No Medal
1,26.0,168.0,63.0,39,2010,1,34,No Medal
1,26.0,168.0,63.0,39,2010,1,34,No Medal
0,21.0,189.0,76.0,39,2008,0,47,Bronze
0,25.0,189.0,76.0,39,2012,0,47,No Medal
0,29.0,183.0,79.0,39,2012,0,5,No Medal
1,25.0,167.0,74.0,86,2004,0,50,No Medal
1,19.0,164.0,56.0,194,2008,0,49,No Medal
1,23.0,164.0,56.0,194,2012,0,49,No Medal
1,24.0,192.0,100.0,194,2016,0,22,No Medal
0,21.0,174.0,66.0,137,2006,1,37,No Medal
0,29.0,174.0,66.0,137,2014,1,37,No Medal
1,28.0,191.0,70.0,137,2000,0,2,No Medal
1,32.0,191.0,70.0,137,2004,0,2,No Medal
1,36.0,191.0,70.0,137,2008,0,2,No Medal
1,32.0,196.0,95.0,141,2000,0,6,No Medal
1,36.0,196.0,95.0,141,2004,0,6,No Medal
0,27.0,183.0,73.0,141,2004,0,6,No Medal
0,31.0,183.0,73.0,141,2008,0,6,No Medal
1,19.0,169.0,57.0,64,2014,1,36,No Medal
1,19.0,169.0,57.0,64,2014,1,36,No Medal
1,19.0,169.0,57.0,64,2014,1,36,No Medal
1,19.0,187.0,89.0,64,2014,1,24,Bronze
1,28.0,176.0,62.0,3,2004,0,2,No Medal
1,30.0,180.0,65.0,65,2000,0,2,No Medal
1,18.0,173.0,60.0,65,2010,1,36,No Medal
1,18.0,173.0,60.0,65,2010,1,36,No Medal
1,18.0,173.0,60.0,65,2010,1,36,No Medal
1,29.0,173.0,81.0,67,2004,0,9,No Medal
1,21.0,176.0,71.0,197,2012,0,18,No Medal
1,24.0,191.0,93.0,57,2008,0,22,No Medal
1,26.0,190.0,100.0,57,2008,0,22,No Medal
1,34.0,190.0,100.0,157,2016,0,22,No Medal
1,28.0,194.0,85.0,57,2008,0,22,No Medal
1,28.0,195.0,98.0,57,2000,0,22,No Medal
0,26.0,163.0,67.0,98,2008,0,38,Gold
1,23.0,196.0,109.0,48,2016,0,48,Silver
1,26.0,178.0,103.0,132,2000,0,9,No Medal
0,29.0,178.0,68.0,170,2016,0,32,No Medal
1,35.0,181.0,90.0,27,2004,0,22,No Medal
1,24.0,180.0,92.0,201,2002,1,0,No Medal
1,24.0,180.0,92.0,201,2002,1,0,No Medal
1,28.0,180.0,92.0,201,2006,1,0,No Medal
1,28.0,180.0,92.0,201,2006,1,0,No Medal
1,28.0,180.0,92.0,201,2006,1,0,No Medal
0,28.0,165.0,66.0,7,2012,0,23,Silver
1,22.0,173.0,73.0,7,2000,0,23,No Medal
1,26.0,173.0,73.0,7,2004,0,23,No Medal
1,24.0,213.0,132.0,34,2000,0,5,No Medal
1,23.0,168.0,66.0,34,2004,0,50,No Medal
1,26.0,177.0,85.0,69,2002,1,12,No Medal
1,30.0,177.0,85.0,69,2006,1,12,No Medal
1,34.0,177.0,85.0,69,2010,1,12,No Medal
0,27.0,160.0,52.0,69,2002,1,12,Gold
1,35.0,175.0,84.0,34,2000,0,32,No Medal
1,39.0,175.0,84.0,34,2004,0,32,Silver
1,20.0,183.0,78.0,65,2010,1,34,No Medal
1,20.0,183.0,78.0,65,2010,1,34,No Medal
1,24.0,183.0,78.0,65,2014,1,39,No Medal
1,24.0,183.0,78.0,65,2014,1,39,No Medal
1,24.0,183.0,78.0,65,2014,1,39,No Medal
1,30.0,182.0,98.0,34,1998,1,8,Gold
1,30.0,182.0,98.0,34,1998,1,8,No Medal
1,25.0,189.0,85.0,27,2016,0,40,No Medal
1,40.0,174.0,118.0,170,2012,0,33,No Medal
1,44.0,174.0,118.0,170,2016,0,33,No Medal
1,22.0,196.0,92.0,69,2000,0,2,No Medal
1,26.0,196.0,92.0,69,2004,0,2,No Medal
0,31.0,176.0,58.0,11,2008,0,2,No Medal
0,19.0,186.0,75.0,143,2012,0,30,No Medal
0,23.0,186.0,75.0,143,2016,0,30,No Medal
0,21.0,158.0,60.0,69,2012,0,32,No Medal
0,25.0,158.0,63.0,69,2012,0,32,No Medal
1,27.0,170.0,105.0,71,2012,0,49,No Medal
1,33.0,165.0,57.0,148,2016,0,2,No Medal
1,32.0,174.0,70.0,60,2012,0,42,No Medal
1,22.0,172.0,71.0,44,2016,0,18,No Medal
0,21.0,175.0,60.0,5,2016,0,22,No Medal
1,21.0,176.0,60.0,204,2016,0,9,No Medal
0,23.0,167.0,67.0,27,2004,0,2,No Medal
0,27.0,167.0,67.0,27,2008,0,2,No Medal
0,35.0,167.0,67.0,27,2016,0,2,No Medal
0,37.0,158.0,45.0,154,2000,0,2,No Medal
1,37.0,200.0,99.0,27,2012,0,5,No Medal
1,26.0,193.0,92.0,27,2004,0,40,No Medal
1,26.0,193.0,92.0,27,2004,0,40,No Medal
1,30.0,177.0,88.0,49,2004,0,4,Gold
0,31.0,171.0,80.0,154,2000,0,2,No Medal
0,35.0,171.0,80.0,154,2004,0,2,No Medal
0,28.0,165.0,55.0,100,2004,0,2,No Medal
1,18.0,180.0,74.0,71,2016,0,33,No Medal
1,18.0,180.0,74.0,71,2016,0,33,No Medal
0,23.0,161.0,57.0,98,2016,0,5,No Medal
1,23.0,162.0,72.0,98,2014,1,17,No Medal
1,23.0,162.0,72.0,98,2014,1,17,No Medal
1,25.0,182.0,76.0,179,1998,1,11,No Medal
1,29.0,182.0,76.0,179,2002,1,11,No Medal
1,29.0,182.0,76.0,179,2002,1,11,No Medal
1,29.0,182.0,76.0,179,2002,1,11,No Medal
1,23.0,176.0,75.0,69,2014,1,19,No Medal
1,24.0,184.0,70.0,181,2000,0,40,No Medal
1,24.0,184.0,70.0,181,2000,0,40,No Medal
0,26.0,187.0,80.0,73,2012,0,2,No Medal
1,27.0,185.0,80.0,181,1998,1,7,No Medal
1,27.0,185.0,80.0,181,1998,1,7,No Medal
0,27.0,165.0,52.0,60,2012,0,2,No Medal
1,31.0,171.0,88.0,49,2000,0,4,Silver
0,16.0,166.0,47.0,27,2004,0,29,No Medal
1,30.0,175.0,65.0,60,2000,0,32,No Medal
1,24.0,192.0,90.0,115,2004,0,5,No Medal
1,26.0,175.0,73.0,108,2002,1,24,No Medal
1,36.0,187.0,70.0,171,2000,0,2,No Medal
1,34.0,188.0,95.0,34,1998,1,24,No Medal
1,38.0,188.0,95.0,34,2002,1,24,Gold
1,27.0,183.0,71.0,34,2000,0,9,No Medal
1,23.0,198.0,103.0,115,2008,0,5,No Medal
1,27.0,198.0,103.0,115,2012,0,5,No Medal
1,31.0,198.0,103.0,115,2016,0,5,No Medal
0,24.0,170.0,55.0,153,2010,1,11,No Medal
0,24.0,170.0,55.0,153,2010,1,11,No Medal
0,24.0,170.0,55.0,153,2010,1,11,No Medal
0,24.0,170.0,55.0,153,2010,1,11,No Medal
0,28.0,170.0,55.0,153,2014,1,11,No Medal
0,28.0,170.0,55.0,153,2014,1,11,No Medal
0,28.0,170.0,55.0,153,2014,1,11,No Medal
0,28.0,170.0,55.0,153,2014,1,11,No Medal
1,31.0,187.0,81.0,201,2004,0,2,Gold
1,18.0,175.0,68.0,35,2004,0,40,No Medal
1,18.0,175.0,68.0,35,2004,0,40,No Medal
1,27.0,180.0,75.0,69,2012,0,23,No Medal
1,33.0,173.0,82.0,73,1998,1,24,No Medal
1,37.0,173.0,82.0,73,2002,1,24,No Medal
1,26.0,178.0,83.0,160,2000,0,4,No Medal
1,25.0,183.0,85.0,73,2004,0,48,No Medal
1,29.0,183.0,85.0,73,2008,0,48,No Medal
1,20.0,170.0,85.0,49,2000,0,49,No Medal
0,29.0,177.0,76.0,201,2004,0,30,No Medal
0,33.0,178.0,75.0,69,2000,0,30,No Medal
0,20.0,161.0,52.0,11,2004,0,40,No Medal
0,20.0,161.0,52.0,11,2004,0,40,No Medal
0,20.0,161.0,52.0,11,2004,0,40,No Medal
0,20.0,161.0,52.0,11,2004,0,40,No Medal
0,24.0,161.0,52.0,11,2008,0,40,No Medal
0,24.0,161.0,52.0,11,2008,0,40,No Medal
0,24.0,161.0,52.0,11,2008,0,40,Gold
0,24.0,172.0,57.0,143,2016,0,30,No Medal
1,20.0,182.0,73.0,14,2012,0,2,No Medal
0,15.0,149.0,38.0,34,2004,0,21,No Medal
0,15.0,149.0,38.0,34,2004,0,21,No Medal
0,15.0,149.0,38.0,34,2004,0,21,No Medal
0,20.0,166.0,75.0,34,2008,0,38,No Medal
0,22.0,180.0,80.0,34,2016,0,16,No Medal
1,24.0,197.0,101.0,11,2000,0,5,No Medal
1,30.0,180.0,78.0,153,2000,0,2,No Medal
1,30.0,180.0,78.0,153,2000,0,2,No Medal
0,20.0,176.0,68.0,143,2000,0,32,No Medal
0,24.0,176.0,68.0,143,2004,0,32,No Medal
0,18.0,172.0,70.0,34,2012,0,40,No Medal
0,18.0,172.0,70.0,34,2012,0,40,No Medal
0,22.0,172.0,70.0,34,2016,0,40,No Medal
0,22.0,172.0,70.0,34,2016,0,40,No Medal
0,22.0,172.0,70.0,34,2016,0,40,No Medal
0,22.0,172.0,70.0,34,2016,0,40,Bronze
1,29.0,174.0,87.0,69,2000,0,13,No Medal
1,29.0,174.0,87.0,69,2000,0,13,Silver
1,33.0,174.0,87.0,69,2004,0,13,No Medal
1,33.0,174.0,87.0,69,2004,0,13,No Medal
0,20.0,183.0,70.0,34,2012,0,40,No Medal
0,19.0,158.0,54.0,34,2008,0,45,No Medal
0,23.0,158.0,54.0,34,2012,0,45,Gold
0,27.0,158.0,54.0,34,2016,0,45,Gold
0,23.0,163.0,63.0,34,2006,1,24,Gold
0,27.0,163.0,63.0,34,2010,1,24,Gold
0,28.0,172.0,67.0,69,2012,0,23,Bronze
0,32.0,172.0,67.0,69,2016,0,23,Gold
0,25.0,168.0,61.0,11,2012,0,5,Bronze
0,38.0,157.0,66.0,11,2000,0,15,No Medal
0,38.0,157.0,66.0,11,2000,0,15,No Medal
0,42.0,157.0,66.0,11,2004,0,15,No Medal
0,25.0,165.0,59.0,201,2000,0,18,Silver
0,26.0,160.0,57.0,160,2000,0,23,No Medal
1,23.0,172.0,70.0,121,2006,1,26,No Medal
1,27.0,172.0,70.0,121,2010,1,26,No Medal
1,31.0,172.0,70.0,121,2014,1,26,No Medal
1,23.0,185.0,71.0,159,2016,0,40,No Medal
0,36.0,176.0,57.0,159,2004,0,30,No Medal
1,21.0,193.0,91.0,65,2004,0,30,No Medal
1,25.0,193.0,91.0,65,2008,0,30,No Medal
0,17.0,157.0,47.0,94,2008,0,21,No Medal
0,17.0,157.0,47.0,94,2008,0,21,No Medal
0,17.0,157.0,47.0,94,2008,0,21,No Medal
0,17.0,157.0,47.0,94,2008,0,21,No Medal
0,29.0,158.0,48.0,94,2004,0,25,No Medal
1,20.0,181.0,73.0,34,2000,0,2,No Medal
1,20.0,181.0,73.0,34,2000,0,2,No Medal
1,23.0,181.0,73.0,34,2004,0,2,No Medal
1,23.0,181.0,73.0,34,2004,0,2,No Medal
0,29.0,171.0,57.0,11,2004,0,13,Silver
0,33.0,171.0,57.0,11,2008,0,13,No Medal
0,18.0,165.0,58.0,181,2006,1,0,No Medal
0,18.0,165.0,58.0,181,2006,1,0,No Medal
0,18.0,165.0,58.0,181,2006,1,0,No Medal
0,18.0,165.0,58.0,181,2006,1,0,No Medal
0,18.0,165.0,58.0,181,2006,1,0,No Medal
0,25.0,168.0,62.0,170,2000,0,2,No Medal
1,26.0,205.0,107.0,174,2016,0,5,Silver
1,27.0,188.0,81.0,73,2000,0,2,No Medal
1,23.0,182.0,91.0,159,2012,0,10,No Medal
0,24.0,175.0,68.0,153,2012,0,30,No Medal
0,28.0,175.0,68.0,153,2016,0,30,Gold
1,29.0,170.0,60.0,57,2008,0,50,No Medal
