Sex,Age,Height,Weight,NOC,Year,Season,Sport,Medal
1,23.0,170.0,60.0,39,2012,0,25,No Medal
1,26.0,186.0,96.0,64,2002,1,24,No Medal
1,31.0,172.0,70.0,64,2000,0,3,No Medal
0,34.0,159.0,55.5,64,2000,0,32,No Medal
1,28.0,184.0,85.0,64,2014,1,24,Bronze
1,31.0,189.0,130.0,64,2000,0,2,No Medal
1,26.0,176.0,85.0,141,1998,1,0,No Medal
1,26.0,176.0,85.0,141,1998,1,0,No Medal
1,26.0,176.0,85.0,141,1998,1,0,No Medal
1,26.0,176.0,85.0,141,1998,1,0,No Medal
1,30.0,176.0,85.0,141,2002,1,0,No Medal
1,30.0,176.0,85.0,141,2002,1,0,Gold
1,30.0,176.0,85.0,141,2002,1,0,No Medal
1,30.0,176.0,85.0,141,2002,1,0,No Medal
1,30.0,176.0,85.0,141,2002,1,0,Gold
1,34.0,176.0,85.0,141,2006,1,0,No Medal
1,34.0,176.0,85.0,141,2006,1,0,Gold
0,27.0,163.0,69.0,141,2008,0,22,Gold
0,22.0,170.0,125.0,159,2016,0,49,No Medal
1,22.0,187.0,89.0,141,2000,0,50,No Medal
1,26.0,187.0,89.0,141,2004,0,50,No Medal
1,30.0,189.0,72.0,137,2000,0,30,No Medal
1,30.0,187.0,76.0,65,2012,0,2,No Medal
1,24.0,190.0,98.0,141,1998,1,8,No Medal
1,25.0,194.0,78.0,137,2000,0,40,No Medal
1,25.0,194.0,78.0,137,2000,0,40,No Medal
1,25.0,182.0,73.0,61,1998,1,11,No Medal
1,25.0,182.0,73.0,61,1998,1,11,No Medal
1,29.0,182.0,73.0,61,2002,1,11,No Medal
1,29.0,182.0,73.0,61,2002,1,11,No Medal
1,29.0,182.0,73.0,61,2002,1,11,No Medal
1,24.0,175.0,64.0,118,2012,0,9,No Medal
0,24.0,168.0,65.0,61,2004,0,2,No Medal
0,28.0,168.0,65.0,61,2008,0,2,No Medal
1,23.0,167.0,64.0,60,2016,0,21,No Medal
1,23.0,167.0,64.0,60,2016,0,21,No Medal
1,23.0,167.0,64.0,60,2016,0,21,No Medal
1,23.0,167.0,64.0,60,2016,0,21,No Medal
1,23.0,167.0,64.0,60,2016,0,21,No Medal
1,23.0,167.0,64.0,60,2016,0,21,No Medal
1,24.0,172.0,58.0,57,2000,0,43,No Medal
1,26.0,170.0,65.0,60,2016,0,2,No Medal
1,21.0,198.0,90.0,94,2016,0,30,Bronze
1,30.0,194.0,87.0,60,2008,0,16,Bronze
0,21.0,165.0,49.0,13,2016,0,43,Bronze
0,22.0,179.0,80.0,161,2008,0,2,Silver
0,26.0,179.0,80.0,161,2012,0,2,No Medal
1,23.0,178.0,76.0,7,2000,0,40,No Medal
1,23.0,178.0,76.0,7,2000,0,40,No Medal
0,19.0,185.0,72.0,60,2008,0,5,No Medal
1,26.0,167.0,65.0,49,2000,0,14,No Medal
1,24.0,180.0,83.0,24,2004,0,10,No Medal
1,28.0,180.0,83.0,24,2008,0,10,Gold
1,23.0,182.0,86.0,65,2008,0,22,Gold
1,27.0,182.0,86.0,65,2012,0,22,Gold
1,31.0,182.0,86.0,65,2016,0,22,Silver
0,30.0,182.0,73.0,7,2012,0,30,No Medal
1,22.0,178.0,70.0,75,2004,0,16,No Medal
1,22.0,185.0,82.0,41,2000,0,18,Gold
1,22.0,190.0,77.0,75,2004,0,18,No Medal
1,26.0,183.0,75.0,123,2000,0,44,No Medal
1,26.0,165.0,55.0,201,2004,0,50,Silver
0,21.0,163.0,60.0,161,2004,0,13,Silver
0,21.0,163.0,60.0,161,2004,0,13,No Medal
1,27.0,190.0,80.0,94,2012,0,2,No Medal
1,21.0,180.0,73.0,94,2008,0,18,No Medal
1,34.0,190.0,85.0,65,2004,0,22,No Medal
1,38.0,190.0,85.0,65,2008,0,22,Gold
0,35.0,155.0,43.0,75,2004,0,2,No Medal
1,18.0,168.0,60.0,136,2004,0,2,No Medal
1,19.0,175.0,75.0,3,2012,0,9,No Medal
1,23.0,175.0,75.0,3,2016,0,9,No Medal
1,34.0,188.0,96.0,94,2000,0,30,Gold
1,20.0,175.0,66.0,28,2016,0,2,No Medal
1,22.0,175.0,80.0,90,2004,0,18,No Medal
1,22.0,165.0,65.0,57,2000,0,13,No Medal
1,26.0,170.0,70.0,90,2004,0,40,No Medal
1,23.0,168.0,55.0,145,2010,1,0,No Medal
1,28.0,173.0,77.0,157,2004,0,49,No Medal
1,25.0,178.0,80.0,145,2000,0,23,No Medal
1,29.0,178.0,80.0,145,2004,0,23,No Medal
1,37.0,178.0,80.0,145,2012,0,23,No Medal
0,20.0,164.0,58.0,88,2014,1,0,No Medal
1,20.0,165.0,60.0,145,2004,0,23,No Medal
1,24.0,165.0,60.0,145,2008,0,23,No Medal
1,28.0,165.0,60.0,145,2012,0,23,No Medal
0,28.0,173.0,60.0,88,2012,0,30,No Medal
1,22.0,181.0,74.0,13,2008,0,2,No Medal
1,18.0,182.0,76.0,13,2008,0,40,No Medal
0,33.0,159.0,53.0,13,2000,0,49,No Medal
0,28.0,171.0,64.0,94,2012,0,48,No Medal
1,23.0,192.0,90.0,94,2000,0,18,No Medal
0,23.0,178.0,72.0,137,2016,0,22,No Medal
1,29.0,195.0,85.0,94,2000,0,5,No Medal
1,24.0,180.0,104.0,90,2016,0,49,No Medal
1,46.0,172.0,80.0,34,2000,0,32,No Medal
0,30.0,167.0,58.0,89,2016,0,15,No Medal
0,30.0,167.0,58.0,89,2016,0,15,No Medal
1,21.0,184.0,87.0,11,2008,0,23,Bronze
1,23.0,179.0,80.0,160,2008,0,23,No Medal
1,24.0,175.0,70.0,201,2010,1,17,No Medal
1,28.0,175.0,70.0,201,2014,1,17,No Medal
1,28.0,175.0,70.0,201,2014,1,17,Bronze
0,21.0,164.0,63.0,34,2008,0,32,No Medal
0,30.0,163.0,52.0,201,2016,0,13,No Medal
1,34.0,185.0,91.0,34,2000,0,32,No Medal
0,23.0,191.0,88.0,201,2008,0,38,Silver
0,40.0,165.0,57.0,118,2008,0,1,No Medal
1,22.0,185.0,98.0,57,2000,0,50,No Medal
1,26.0,185.0,98.0,57,2004,0,50,No Medal
1,34.0,185.0,98.0,57,2012,0,50,No Medal
1,23.0,195.0,94.0,57,2008,0,47,No Medal
1,22.0,192.0,83.0,57,2004,0,22,No Medal
1,26.0,192.0,83.0,57,2008,0,22,No Medal
0,21.0,172.0,58.5,57,2008,0,43,No Medal
0,15.0,167.0,60.0,57,2008,0,41,No Medal
0,15.0,167.0,60.0,57,2008,0,41,No Medal
0,19.0,167.0,60.0,57,2012,0,41,No Medal
1,25.0,163.0,57.0,58,2008,0,2,No Medal
1,28.0,203.0,97.0,57,2016,0,47,No Medal
0,20.0,175.0,56.0,201,2004,0,43,Silver
0,18.0,172.0,61.0,57,2016,0,14,No Medal
1,25.0,174.0,70.0,57,2000,0,47,No Medal
1,32.0,168.0,68.0,57,2000,0,33,No Medal
1,23.0,174.0,69.0,57,2000,0,13,No Medal
0,18.0,154.0,48.0,57,2000,0,41,No Medal
0,22.0,154.0,48.0,57,2004,0,41,No Medal
0,18.0,153.0,46.0,57,2000,0,41,No Medal
1,30.0,186.0,100.0,57,2004,0,48,No Medal
1,29.0,191.0,93.0,57,2008,0,22,No Medal
1,25.0,188.0,92.0,57,2004,0,48,No Medal
1,23.0,197.0,87.0,57,2008,0,47,No Medal
1,31.0,197.0,87.0,57,2016,0,47,No Medal
1,30.0,180.0,120.0,57,2008,0,50,No Medal
1,28.0,170.0,60.0,57,2008,0,33,No Medal
1,36.0,170.0,60.0,57,2016,0,33,No Medal
1,36.0,170.0,60.0,57,2016,0,33,No Medal
1,21.0,190.0,83.0,57,2004,0,16,No Medal
1,26.0,190.0,95.0,57,2000,0,30,No Medal
1,22.0,165.0,48.0,57,2000,0,9,No Medal
1,27.0,195.0,95.0,57,2000,0,9,No Medal
0,23.0,165.0,57.0,57,2004,0,33,No Medal
0,27.0,165.0,57.0,57,2008,0,33,No Medal
0,35.0,165.0,57.0,57,2016,0,33,No Medal
1,27.0,188.0,89.0,57,2016,0,47,No Medal
1,24.0,176.0,60.0,57,2016,0,9,No Medal
1,26.0,175.0,81.0,57,2016,0,25,No Medal
1,41.0,178.0,80.0,57,2008,0,33,No Medal
1,24.0,173.0,77.0,57,2012,0,49,No Medal
1,28.0,173.0,77.0,57,2016,0,49,No Medal
0,17.0,159.0,51.0,57,2008,0,41,No Medal
1,21.0,170.0,58.0,178,2008,0,2,No Medal
1,21.0,170.0,94.0,57,2012,0,49,No Medal
1,25.0,170.0,94.0,57,2016,0,49,No Medal
1,36.0,170.0,70.0,57,2004,0,33,No Medal
1,40.0,170.0,70.0,57,2008,0,33,No Medal
1,23.0,184.0,68.0,3,2016,0,18,No Medal
0,19.0,160.0,46.0,57,2016,0,41,No Medal
1,23.0,170.0,60.0,57,2012,0,50,No Medal
1,20.0,165.0,60.0,57,2016,0,25,No Medal
1,23.0,194.0,96.0,57,2012,0,2,No Medal
1,22.0,167.0,63.0,57,2000,0,21,No Medal
1,22.0,167.0,63.0,57,2000,0,21,No Medal
1,22.0,167.0,63.0,57,2000,0,21,No Medal
1,22.0,167.0,63.0,57,2000,0,21,No Medal
1,22.0,167.0,63.0,57,2000,0,21,No Medal
1,21.0,191.0,93.0,57,2008,0,22,No Medal
1,26.0,207.0,90.0,57,2016,0,47,No Medal
0,22.0,173.0,60.0,3,2008,0,47,No Medal
0,26.0,173.0,60.0,3,2012,0,47,No Medal
1,22.0,170.0,80.0,88,2012,0,50,No Medal
1,26.0,170.0,80.0,88,2016,0,50,Bronze
1,27.0,176.0,56.0,18,2016,0,2,No Medal
1,27.0,176.0,56.0,18,2016,0,2,No Medal
1,30.0,178.0,66.0,11,2008,0,2,No Medal
1,34.0,178.0,66.0,11,2012,0,2,No Medal
1,23.0,178.0,61.0,201,2000,0,2,No Medal
1,27.0,178.0,61.0,201,2004,0,2,No Medal
1,31.0,178.0,61.0,201,2008,0,2,No Medal
1,35.0,178.0,61.0,201,2012,0,2,No Medal
1,19.0,169.0,74.0,11,2000,0,50,No Medal
1,23.0,169.0,74.0,11,2004,0,50,No Medal
1,27.0,169.0,74.0,11,2008,0,50,No Medal
1,17.0,187.0,81.0,150,2008,0,40,No Medal
1,26.0,176.0,60.0,41,2012,0,9,No Medal
1,29.0,175.0,85.0,34,2000,0,50,No Medal
1,22.0,165.0,60.0,57,2004,0,27,No Medal
0,27.0,180.0,67.0,41,2016,0,47,No Medal
1,30.0,165.0,60.0,99,2016,0,9,No Medal
0,17.0,147.0,50.0,29,2016,0,2,No Medal
1,22.0,180.0,73.0,106,2000,0,18,No Medal
1,28.0,163.0,61.0,119,2000,0,23,No Medal
0,19.0,160.0,53.0,57,2000,0,42,No Medal
0,19.0,160.0,53.0,57,2000,0,42,No Medal
0,27.0,160.0,53.0,57,2008,0,42,No Medal
1,27.0,172.0,90.0,29,2000,0,33,No Medal
1,19.0,175.0,55.0,178,2000,0,40,No Medal
0,14.0,173.0,63.0,28,2000,0,40,No Medal
0,22.0,163.0,56.0,90,2008,0,2,No Medal
0,26.0,163.0,56.0,90,2012,0,2,No Medal
0,32.0,158.0,58.0,85,2004,0,49,No Medal
1,21.0,185.0,80.0,90,2004,0,18,No Medal
1,22.0,175.0,75.0,90,2004,0,18,No Medal
0,22.0,180.0,59.0,34,2008,0,2,No Medal
0,26.0,166.0,61.0,57,2012,0,16,No Medal
1,20.0,175.0,64.0,90,2012,0,9,No Medal
1,27.0,164.0,55.0,157,2008,0,2,No Medal
1,31.0,187.0,83.0,201,2004,0,30,No Medal
1,25.0,188.0,77.0,119,2000,0,40,No Medal
1,28.0,188.0,91.0,13,2016,0,9,No Medal
1,32.0,164.0,60.0,13,2000,0,50,No Medal
1,26.0,169.0,63.0,202,2000,0,9,Gold
1,22.0,190.0,130.0,202,2012,0,50,No Medal
1,26.0,190.0,130.0,202,2016,0,50,No Medal
1,29.0,167.0,55.0,13,2000,0,50,Gold
1,33.0,167.0,55.0,13,2004,0,50,No Medal
0,21.0,170.0,47.0,13,2012,0,2,No Medal
1,27.0,175.0,74.0,13,2008,0,50,No Medal
0,16.0,162.0,72.0,57,2008,0,49,No Medal
0,20.0,162.0,72.0,57,2012,0,49,No Medal
1,23.0,168.0,68.0,197,2012,0,18,No Medal
1,20.0,168.0,62.0,197,2012,0,18,No Medal
0,15.0,170.0,59.0,57,2008,0,41,No Medal
0,19.0,170.0,59.0,57,2012,0,41,No Medal
0,19.0,170.0,59.0,57,2012,0,41,No Medal
1,33.0,178.0,74.0,90,2016,0,9,No Medal
1,21.0,162.0,69.0,57,2008,0,49,No Medal
1,25.0,162.0,69.0,57,2012,0,49,No Medal
1,23.0,202.0,104.0,201,2000,0,5,Gold
1,22.0,178.0,73.0,202,2004,0,9,No Medal
1,19.0,183.0,74.0,101,2008,0,43,No Medal
1,23.0,183.0,74.0,101,2012,0,43,No Medal
1,26.0,172.0,74.0,202,2016,0,50,No Medal
1,29.0,192.0,117.0,188,2016,0,25,No Medal
1,26.0,172.0,60.0,161,2016,0,9,No Medal
1,26.0,170.0,84.0,188,2004,0,50,No Medal
1,30.0,170.0,84.0,188,2008,0,50,Silver
1,34.0,170.0,84.0,188,2012,0,50,No Medal
1,34.0,190.0,125.0,202,2000,0,2,No Medal
1,18.0,162.0,54.0,101,2004,0,9,No Medal
1,21.0,179.0,91.0,98,2000,0,4,No Medal
1,29.0,179.0,91.0,98,2008,0,4,No Medal
1,31.0,175.0,67.0,98,2000,0,13,No Medal
1,22.0,177.0,75.0,98,2004,0,18,No Medal
0,35.0,167.0,63.0,57,2008,0,1,No Medal
1,27.0,180.0,83.0,88,2012,0,16,No Medal
1,31.0,180.0,83.0,88,2016,0,16,No Medal
0,19.0,169.0,48.0,60,2004,0,29,No Medal
0,20.0,163.0,52.0,201,2008,0,41,No Medal
0,16.0,160.0,62.0,34,2008,0,14,No Medal
0,20.0,160.0,62.0,34,2012,0,14,No Medal
0,20.0,160.0,62.0,34,2012,0,14,Bronze
0,24.0,160.0,62.0,34,2016,0,14,No Medal
0,24.0,160.0,62.0,34,2016,0,14,No Medal
0,25.0,165.0,55.0,73,2008,0,21,No Medal
0,25.0,165.0,55.0,73,2008,0,21,No Medal
0,25.0,165.0,55.0,73,2008,0,21,No Medal
0,25.0,165.0,55.0,73,2008,0,21,No Medal
0,25.0,165.0,55.0,73,2008,0,21,No Medal
0,25.0,163.0,46.0,60,2000,0,2,No Medal
0,29.0,163.0,46.0,60,2004,0,2,No Medal
0,28.0,166.0,62.0,49,2012,0,25,No Medal
1,22.0,184.0,85.0,73,2008,0,2,No Medal
1,30.0,184.0,85.0,73,2016,0,2,No Medal
1,22.0,176.0,66.0,123,2016,0,18,No Medal
1,22.0,166.0,58.0,62,2000,0,2,Gold
1,24.0,192.0,68.0,62,2016,0,2,No Medal
1,23.0,187.0,75.0,118,2012,0,18,No Medal
0,44.0,165.0,75.0,93,1998,1,26,No Medal
0,48.0,165.0,75.0,93,2002,1,26,No Medal
1,22.0,182.0,84.0,201,2000,0,4,Gold
0,21.0,159.0,40.0,195,2004,0,2,No Medal
0,21.0,159.0,40.0,195,2004,0,2,No Medal
0,25.0,159.0,40.0,195,2008,0,2,Silver
0,25.0,159.0,40.0,195,2008,0,2,No Medal
0,30.0,160.0,53.0,175,2000,0,33,No Medal
0,30.0,160.0,53.0,175,2000,0,33,No Medal
1,20.0,180.0,74.0,175,2016,0,40,No Medal
1,24.0,166.0,52.0,8,2016,0,9,No Medal
1,42.0,180.0,80.0,40,2008,0,10,No Medal
1,42.0,180.0,80.0,40,2008,0,10,No Medal
1,23.0,177.0,68.0,60,2008,0,3,No Medal
1,27.0,177.0,68.0,60,2012,0,3,No Medal
1,31.0,177.0,68.0,60,2016,0,3,No Medal
0,27.0,160.0,78.0,99,2008,0,25,No Medal
1,19.0,169.0,62.0,98,2008,0,2,No Medal
0,24.0,173.0,53.0,98,2012,0,2,No Medal
0,27.0,162.0,56.0,100,2016,0,31,No Medal
0,27.0,168.0,60.0,65,2012,0,18,No Medal
0,31.0,168.0,60.0,65,2016,0,18,No Medal
0,24.0,159.0,54.0,139,2012,0,2,No Medal
1,35.0,170.0,68.0,139,2016,0,42,No Medal
0,22.0,150.0,43.0,65,1998,1,17,No Medal
0,26.0,164.0,58.0,161,2008,0,2,No Medal
1,29.0,163.0,48.0,13,2004,0,9,No Medal
0,21.0,175.0,75.0,27,2016,0,48,No Medal
1,22.0,169.0,68.0,199,2002,1,19,No Medal
1,26.0,169.0,68.0,199,2006,1,19,No Medal
1,30.0,169.0,68.0,199,2010,1,19,No Medal
1,19.0,161.0,62.0,161,2012,0,21,No Medal
1,19.0,161.0,62.0,161,2012,0,21,Bronze
1,19.0,161.0,62.0,161,2012,0,21,Silver
1,19.0,161.0,62.0,161,2012,0,21,No Medal
1,19.0,161.0,62.0,161,2012,0,21,No Medal
1,19.0,161.0,62.0,161,2012,0,21,No Medal
1,24.0,161.0,62.0,161,2016,0,21,Silver
1,24.0,161.0,62.0,161,2016,0,21,No Medal
1,24.0,161.0,62.0,161,2016,0,21,Silver
1,24.0,161.0,62.0,161,2016,0,21,Bronze
0,23.0,182.0,78.0,41,2016,0,47,No Medal
0,17.0,170.0,53.0,139,2012,0,2,No Medal
0,19.0,169.0,60.0,108,1998,1,0,No Medal
0,17.0,166.0,60.0,108,2014,1,0,No Medal
0,17.0,166.0,60.0,108,2014,1,0,No Medal
0,17.0,166.0,60.0,108,2014,1,0,No Medal
1,30.0,197.0,92.0,11,2016,0,40,No Medal
1,30.0,197.0,92.0,11,2016,0,40,Bronze
1,27.0,210.0,88.0,57,2016,0,47,No Medal
1,25.0,186.0,86.0,57,2000,0,47,No Medal
1,33.0,186.0,86.0,57,2008,0,47,No Medal
1,41.0,186.0,86.0,57,2016,0,47,No Medal
1,27.0,188.0,85.0,57,2000,0,22,No Medal
1,20.0,168.0,54.0,57,2000,0,50,No Medal
1,30.0,182.0,79.0,184,2000,0,2,No Medal
1,20.0,171.0,65.0,118,2000,0,18,No Medal
1,21.0,190.0,65.0,157,2004,0,2,No Medal
1,25.0,190.0,65.0,157,2008,0,2,No Medal
1,31.0,180.0,64.0,3,2012,0,2,No Medal
1,28.0,183.0,85.0,57,2016,0,22,No Medal
1,21.0,188.0,87.0,57,2012,0,16,Silver
1,21.0,188.0,87.0,57,2012,0,16,No Medal
1,25.0,188.0,87.0,57,2016,0,16,No Medal
1,25.0,188.0,87.0,57,2016,0,16,No Medal
1,26.0,178.0,81.0,57,2004,0,25,No Medal
1,23.0,180.0,75.0,127,2004,0,18,No Medal
1,33.0,182.0,77.0,57,2012,0,18,No Medal
0,19.0,170.0,62.0,38,2016,0,30,No Medal
1,33.0,178.0,61.0,179,2016,0,2,No Medal
1,25.0,191.0,84.0,182,2000,0,50,No Medal
1,29.0,191.0,84.0,182,2004,0,50,Silver
1,33.0,191.0,84.0,182,2008,0,50,No Medal
1,29.0,178.0,68.0,160,2008,0,23,No Medal
1,17.0,176.0,82.0,71,2006,1,0,No Medal
1,17.0,176.0,82.0,71,2006,1,0,No Medal
1,21.0,176.0,82.0,71,2010,1,0,No Medal
1,21.0,176.0,82.0,71,2010,1,0,No Medal
1,25.0,176.0,82.0,71,2014,1,0,No Medal
1,25.0,176.0,82.0,71,2014,1,0,No Medal
0,28.0,182.0,95.0,24,2016,0,2,No Medal
1,17.0,180.0,82.0,199,2006,1,19,No Medal
1,21.0,180.0,82.0,199,2010,1,19,No Medal
1,25.0,180.0,82.0,199,2014,1,19,No Medal
1,22.0,181.0,80.0,24,2010,1,7,No Medal
1,22.0,181.0,80.0,24,2010,1,7,No Medal
1,22.0,181.0,80.0,24,2010,1,7,No Medal
1,22.0,181.0,80.0,24,2010,1,7,No Medal
1,26.0,181.0,80.0,24,2014,1,7,No Medal
1,26.0,181.0,80.0,24,2014,1,7,No Medal
1,26.0,181.0,80.0,24,2014,1,7,No Medal
1,26.0,181.0,80.0,24,2014,1,7,No Medal
1,26.0,181.0,80.0,24,2014,1,7,No Medal
1,27.0,181.0,84.0,71,1998,1,0,No Medal
1,24.0,176.0,70.0,161,2008,0,1,No Medal
1,24.0,176.0,70.0,161,2008,0,1,No Medal
1,25.0,198.0,89.0,161,2004,0,47,Bronze
0,23.0,167.0,65.0,161,2006,1,39,No Medal
0,23.0,167.0,65.0,161,2006,1,39,No Medal
0,23.0,167.0,65.0,161,2006,1,39,Bronze
0,27.0,167.0,65.0,161,2010,1,39,No Medal
1,29.0,180.0,72.0,48,2006,1,11,No Medal
1,29.0,180.0,72.0,48,2006,1,11,No Medal
1,27.0,182.0,96.0,161,2010,1,8,No Medal
1,27.0,182.0,96.0,161,2010,1,8,No Medal
0,19.0,163.0,53.0,80,2016,0,2,No Medal
1,31.0,186.0,115.0,71,2016,0,2,No Medal
1,21.0,183.0,72.0,154,2008,0,2,No Medal
1,25.0,183.0,72.0,154,2012,0,2,No Medal
1,22.0,172.0,70.0,179,2012,0,18,No Medal
1,27.0,183.0,84.0,153,1998,1,39,No Medal
1,27.0,183.0,84.0,153,1998,1,39,No Medal
1,31.0,183.0,84.0,153,2002,1,39,No Medal
1,31.0,183.0,84.0,153,2002,1,39,No Medal
1,22.0,183.0,73.0,154,2016,0,45,No Medal
1,26.0,185.0,75.0,27,2004,0,9,No Medal
1,40.0,188.0,73.0,5,2008,0,6,No Medal
0,34.0,164.0,52.0,44,2012,0,2,No Medal
0,38.0,164.0,52.0,44,2016,0,2,No Medal
0,22.0,162.0,50.0,44,2012,0,13,No Medal
1,23.0,198.0,93.0,60,2016,0,5,Bronze
1,21.0,180.0,70.0,53,2016,0,40,No Medal
0,26.0,164.0,51.0,161,2016,0,46,No Medal
0,20.0,188.0,77.0,161,2000,0,5,No Medal
0,28.0,188.0,77.0,161,2008,0,5,Bronze
1,23.0,180.0,68.0,65,2004,0,13,Gold
1,27.0,180.0,68.0,65,2008,0,13,Gold
1,31.0,180.0,68.0,65,2012,0,13,No Medal
1,35.0,180.0,68.0,65,2016,0,13,No Medal
1,21.0,168.0,62.0,62,2012,0,2,No Medal
1,31.0,178.0,85.0,73,2002,1,24,No Medal
1,25.0,179.0,68.0,161,2002,1,17,No Medal
0,25.0,160.0,57.0,88,2008,0,1,No Medal
1,27.0,173.0,74.0,15,2008,0,2,No Medal
1,27.0,180.0,79.0,90,2004,0,18,No Medal
1,28.0,168.0,67.0,97,2012,0,2,No Medal
1,32.0,168.0,67.0,97,2016,0,2,No Medal
1,28.0,172.0,72.0,150,2012,0,25,No Medal
1,16.0,178.0,69.0,97,2000,0,40,No Medal
1,19.0,178.0,69.0,97,2004,0,40,No Medal
1,18.0,172.0,63.0,178,2004,0,2,No Medal
1,22.0,172.0,63.0,178,2008,0,2,No Medal
0,19.0,157.0,52.0,150,2004,0,2,No Medal
1,22.0,182.0,75.0,39,2000,0,9,No Medal
0,17.0,150.0,64.0,139,2008,0,2,No Medal
0,17.0,150.0,64.0,139,2008,0,2,No Medal
1,23.0,170.0,85.0,109,2004,0,49,No Medal
1,20.0,178.0,68.0,97,2016,0,43,Gold
0,18.0,170.0,58.0,173,2004,0,2,No Medal
1,23.0,170.0,67.0,150,2016,0,2,No Medal
1,28.0,183.0,68.0,97,2012,0,43,No Medal
0,22.0,180.0,70.0,105,2016,0,2,No Medal
1,27.0,163.0,51.0,98,2004,0,2,No Medal
1,28.0,161.0,60.0,123,2004,0,25,No Medal
1,25.0,168.0,56.0,99,2008,0,9,No Medal
1,29.0,168.0,56.0,99,2012,0,9,No Medal
1,14.0,181.0,77.0,157,2004,0,40,No Medal
0,27.0,175.0,56.0,161,2008,0,46,No Medal
0,31.0,175.0,56.0,161,2012,0,46,No Medal
0,16.0,150.0,40.0,159,2008,0,21,No Medal
0,16.0,150.0,40.0,159,2008,0,21,Bronze
0,16.0,150.0,40.0,159,2008,0,21,No Medal
0,16.0,150.0,40.0,159,2008,0,21,No Medal
1,24.0,194.0,104.0,65,2012,0,22,Gold
0,28.0,170.0,62.0,179,1998,1,0,No Medal
1,30.0,176.0,82.0,179,1998,1,0,No Medal
1,30.0,176.0,82.0,179,1998,1,0,No Medal
1,30.0,176.0,82.0,179,1998,1,0,No Medal
1,30.0,176.0,82.0,179,1998,1,0,No Medal
1,34.0,176.0,82.0,179,2002,1,0,No Medal
1,34.0,176.0,82.0,179,2002,1,0,No Medal
1,31.0,190.0,95.0,49,2000,0,30,No Medal
1,21.0,182.0,73.0,49,2012,0,2,No Medal
1,18.0,182.0,68.0,34,2016,0,40,No Medal
1,18.0,182.0,68.0,34,2016,0,40,No Medal
1,22.0,179.0,65.0,204,2008,0,2,No Medal
0,21.0,166.0,70.0,44,2016,0,31,No Medal
0,23.0,170.0,61.0,44,2016,0,31,No Medal
1,23.0,175.0,64.0,18,2016,0,43,No Medal
0,25.0,169.0,60.0,123,2016,0,41,No Medal
0,20.0,164.0,50.0,60,2012,0,29,No Medal
1,22.0,186.0,85.0,86,2004,0,42,No Medal
1,26.0,186.0,85.0,86,2008,0,42,No Medal
1,34.0,186.0,85.0,86,2016,0,42,No Medal
1,29.0,208.0,110.0,69,2012,0,5,No Medal
1,28.0,180.0,68.0,73,2000,0,43,No Medal
0,23.0,163.0,54.0,74,2016,0,2,No Medal
1,16.0,168.0,60.0,113,2010,1,0,No Medal
1,16.0,168.0,60.0,113,2010,1,0,No Medal
1,25.0,188.0,75.0,69,2000,0,2,No Medal
1,33.0,188.0,75.0,69,2008,0,2,No Medal
1,23.0,183.0,87.0,159,2014,1,0,No Medal
1,23.0,183.0,87.0,159,2014,1,0,No Medal
0,24.0,167.0,52.0,198,2012,0,2,No Medal
1,23.0,168.0,55.0,198,2000,0,2,No Medal
0,19.0,190.0,86.0,34,2012,0,5,No Medal
0,23.0,190.0,86.0,34,2016,0,5,No Medal
0,17.0,176.0,45.0,3,2012,0,47,No Medal
1,23.0,184.0,84.0,194,2008,0,50,No Medal
1,27.0,184.0,84.0,194,2012,0,50,No Medal
0,27.0,172.0,72.0,137,2012,0,30,Bronze
0,31.0,172.0,72.0,137,2016,0,30,Silver
1,26.0,173.0,74.0,69,2004,0,50,No Medal
1,20.0,184.0,69.0,73,1998,1,28,No Medal
1,20.0,184.0,69.0,73,1998,1,28,No Medal
1,24.0,184.0,69.0,73,2002,1,28,Silver
1,24.0,184.0,69.0,73,2002,1,28,No Medal
1,24.0,184.0,69.0,73,2002,1,28,Silver
1,28.0,184.0,69.0,73,2006,1,28,Silver
1,28.0,184.0,69.0,73,2006,1,28,No Medal
1,28.0,184.0,69.0,73,2006,1,28,No Medal
1,28.0,200.0,104.0,179,1998,1,8,No Medal
1,32.0,200.0,104.0,179,2002,1,8,No Medal
1,24.0,180.0,83.0,170,2000,0,2,No Medal
1,22.0,175.0,74.0,83,2016,0,18,No Medal
1,29.0,160.0,62.0,38,2016,0,49,No Medal
1,20.0,168.0,72.0,7,2008,0,18,Gold
0,27.0,164.0,63.0,123,2008,0,49,No Medal
0,31.0,164.0,63.0,123,2012,0,49,No Medal
1,20.0,187.0,81.0,59,2016,0,40,No Medal
1,20.0,187.0,81.0,59,2016,0,40,No Medal
1,20.0,187.0,81.0,59,2016,0,40,No Medal
0,24.0,172.0,69.0,204,2016,0,50,No Medal
1,23.0,188.0,91.0,49,2008,0,9,Bronze
0,16.0,190.0,62.0,204,2008,0,47,No Medal
0,25.0,182.0,70.0,7,2016,0,47,No Medal
1,20.0,184.0,70.0,94,2008,0,18,No Medal
0,20.0,168.0,63.0,34,2006,1,0,No Medal
0,20.0,168.0,63.0,34,2006,1,0,No Medal
0,20.0,168.0,63.0,34,2006,1,0,No Medal
0,24.0,168.0,63.0,34,2010,1,0,No Medal
0,25.0,188.0,66.0,201,2000,0,2,No Medal
