Sex,Age,Height,Weight,NOC,Year,Season,Sport,Medal
1,28.0,184.0,85.0,63,2014,1,23,Bronze
0,22.0,170.0,125.0,157,2016,0,47,No Medal
1,23.0,167.0,64.0,59,2016,0,20,No Medal
1,23.0,167.0,64.0,59,2016,0,20,No Medal
1,23.0,167.0,64.0,59,2016,0,20,No Medal
1,23.0,167.0,64.0,59,2016,0,20,No Medal
1,23.0,167.0,64.0,59,2016,0,20,No Medal
1,23.0,167.0,64.0,59,2016,0,20,No Medal
1,26.0,170.0,65.0,59,2016,0,2,No Medal
1,21.0,198.0,90.0,93,2016,0,29,Bronze
0,21.0,165.0,49.0,12,2016,0,41,Bronze
1,31.0,182.0,86.0,64,2016,0,21,Silver
1,23.0,175.0,75.0,2,2016,0,8,No Medal
1,20.0,175.0,66.0,27,2016,0,2,No Medal
0,20.0,164.0,58.0,87,2014,1,0,No Medal
0,23.0,178.0,72.0,135,2016,0,21,No Medal
1,24.0,180.0,104.0,89,2016,0,47,No Medal
0,30.0,167.0,58.0,88,2016,0,14,No Medal
0,30.0,167.0,58.0,88,2016,0,14,No Medal
1,28.0,175.0,70.0,198,2014,1,16,No Medal
1,28.0,175.0,70.0,198,2014,1,16,Bronze
0,30.0,163.0,52.0,198,2016,0,12,No Medal
1,28.0,203.0,97.0,56,2016,0,45,No Medal
0,18.0,172.0,61.0,56,2016,0,13,No Medal
1,31.0,197.0,87.0,56,2016,0,45,No Medal
1,36.0,170.0,60.0,56,2016,0,32,No Medal
1,36.0,170.0,60.0,56,2016,0,32,No Medal
0,35.0,165.0,57.0,56,2016,0,32,No Medal
1,27.0,188.0,89.0,56,2016,0,45,No Medal
1,24.0,176.0,60.0,56,2016,0,8,No Medal
1,26.0,175.0,81.0,56,2016,0,24,No Medal
1,28.0,173.0,77.0,56,2016,0,47,No Medal
1,25.0,170.0,94.0,56,2016,0,47,No Medal
1,23.0,184.0,68.0,2,2016,0,17,No Medal
0,19.0,160.0,46.0,56,2016,0,39,No Medal
1,20.0,165.0,60.0,56,2016,0,24,No Medal
1,26.0,207.0,90.0,56,2016,0,45,No Medal
1,26.0,170.0,80.0,87,2016,0,48,Bronze
1,27.0,176.0,56.0,17,2016,0,2,No Medal
1,27.0,176.0,56.0,17,2016,0,2,No Medal
0,27.0,180.0,67.0,40,2016,0,45,No Medal
1,30.0,165.0,60.0,98,2016,0,8,No Medal
0,17.0,147.0,50.0,28,2016,0,2,No Medal
1,28.0,188.0,91.0,12,2016,0,8,No Medal
1,26.0,190.0,130.0,199,2016,0,48,No Medal
1,33.0,178.0,74.0,89,2016,0,8,No Medal
1,26.0,172.0,74.0,199,2016,0,48,No Medal
1,29.0,192.0,117.0,185,2016,0,24,No Medal
1,26.0,172.0,60.0,159,2016,0,8,No Medal
1,31.0,180.0,83.0,87,2016,0,15,No Medal
0,24.0,160.0,62.0,33,2016,0,13,No Medal
0,24.0,160.0,62.0,33,2016,0,13,No Medal
1,30.0,184.0,85.0,72,2016,0,2,No Medal
1,22.0,176.0,66.0,121,2016,0,17,No Medal
1,24.0,192.0,68.0,61,2016,0,2,No Medal
1,20.0,180.0,74.0,172,2016,0,38,No Medal
1,24.0,166.0,52.0,7,2016,0,8,No Medal
1,31.0,177.0,68.0,59,2016,0,3,No Medal
0,27.0,162.0,56.0,99,2016,0,30,No Medal
0,31.0,168.0,60.0,64,2016,0,17,No Medal
1,35.0,170.0,68.0,137,2016,0,40,No Medal
0,21.0,175.0,75.0,26,2016,0,46,No Medal
1,24.0,161.0,62.0,159,2016,0,20,Silver
1,24.0,161.0,62.0,159,2016,0,20,No Medal
1,24.0,161.0,62.0,159,2016,0,20,Silver
1,24.0,161.0,62.0,159,2016,0,20,Bronze
0,23.0,182.0,78.0,40,2016,0,45,No Medal
0,17.0,166.0,60.0,106,2014,1,0,No Medal
0,17.0,166.0,60.0,106,2014,1,0,No Medal
0,17.0,166.0,60.0,106,2014,1,0,No Medal
1,30.0,197.0,92.0,10,2016,0,38,No Medal
1,30.0,197.0,92.0,10,2016,0,38,Bronze
1,27.0,210.0,88.0,56,2016,0,45,No Medal
1,41.0,186.0,86.0,56,2016,0,45,No Medal
1,28.0,183.0,85.0,56,2016,0,21,No Medal
1,25.0,188.0,87.0,56,2016,0,15,No Medal
1,25.0,188.0,87.0,56,2016,0,15,No Medal
0,19.0,170.0,62.0,37,2016,0,29,No Medal
1,33.0,178.0,61.0,176,2016,0,2,No Medal
1,25.0,176.0,82.0,70,2014,1,0,No Medal
1,25.0,176.0,82.0,70,2014,1,0,No Medal
0,28.0,182.0,95.0,23,2016,0,2,No Medal
1,25.0,180.0,82.0,196,2014,1,18,No Medal
1,26.0,181.0,80.0,23,2014,1,6,No Medal
1,26.0,181.0,80.0,23,2014,1,6,No Medal
1,26.0,181.0,80.0,23,2014,1,6,No Medal
1,26.0,181.0,80.0,23,2014,1,6,No Medal
1,26.0,181.0,80.0,23,2014,1,6,No Medal
0,19.0,163.0,53.0,79,2016,0,2,No Medal
1,31.0,186.0,115.0,70,2016,0,2,No Medal
1,22.0,183.0,73.0,152,2016,0,43,No Medal
0,38.0,164.0,52.0,43,2016,0,2,No Medal
1,23.0,198.0,93.0,59,2016,0,4,Bronze
1,21.0,180.0,70.0,52,2016,0,38,No Medal
0,26.0,164.0,51.0,159,2016,0,44,No Medal
1,35.0,180.0,68.0,64,2016,0,12,No Medal
1,32.0,168.0,67.0,96,2016,0,2,No Medal
1,20.0,178.0,68.0,96,2016,0,41,Gold
1,23.0,170.0,67.0,148,2016,0,2,No Medal
0,22.0,180.0,70.0,104,2016,0,2,No Medal
1,18.0,182.0,68.0,33,2016,0,38,No Medal
1,18.0,182.0,68.0,33,2016,0,38,No Medal
0,21.0,166.0,70.0,43,2016,0,30,No Medal
0,23.0,170.0,61.0,43,2016,0,30,No Medal
1,23.0,175.0,64.0,17,2016,0,41,No Medal
0,25.0,169.0,60.0,121,2016,0,39,No Medal
1,34.0,186.0,85.0,85,2016,0,40,No Medal
0,23.0,163.0,54.0,73,2016,0,2,No Medal
1,23.0,183.0,87.0,157,2014,1,0,No Medal
1,23.0,183.0,87.0,157,2014,1,0,No Medal
0,23.0,190.0,86.0,33,2016,0,4,No Medal
0,31.0,172.0,72.0,135,2016,0,29,Silver
1,22.0,175.0,74.0,82,2016,0,17,No Medal
1,29.0,160.0,62.0,37,2016,0,47,No Medal
1,20.0,188.0,81.0,58,2016,0,38,No Medal
1,20.0,188.0,81.0,58,2016,0,38,No Medal
1,20.0,188.0,81.0,58,2016,0,38,No Medal
0,24.0,172.0,69.0,201,2016,0,48,No Medal
0,25.0,182.0,70.0,6,2016,0,45,No Medal
1,25.0,208.0,109.0,6,2016,0,4,No Medal
1,23.0,177.0,75.0,186,2016,0,8,No Medal
1,21.0,172.0,67.0,97,2016,0,46,No Medal
0,28.0,156.0,51.0,97,2014,1,23,No Medal
1,20.0,202.0,105.0,157,2016,0,29,No Medal
0,23.0,162.0,54.0,72,2016,0,43,No Medal
1,27.0,180.0,79.0,165,2016,0,2,No Medal
1,27.0,180.0,79.0,165,2016,0,2,No Medal
1,27.0,180.0,79.0,165,2016,0,2,No Medal
0,24.0,173.0,65.0,198,2016,0,38,No Medal
1,29.0,178.0,64.0,10,2016,0,2,No Medal
0,26.0,174.0,73.0,72,2016,0,29,No Medal
0,33.0,164.0,51.0,68,2016,0,8,Gold
1,24.0,185.0,98.0,10,2016,0,32,No Medal
0,26.0,188.0,81.0,198,2016,0,45,Bronze
0,24.0,164.0,69.0,68,2014,1,11,Bronze
0,31.0,193.0,120.0,141,2016,0,2,Silver
0,24.0,180.0,75.0,192,2016,0,48,No Medal
1,27.0,183.0,80.0,68,2016,0,3,No Medal
0,25.0,167.0,60.0,68,2016,0,3,No Medal
1,29.0,162.0,92.0,99,2016,0,47,No Medal
0,23.0,166.0,63.0,27,2016,0,2,No Medal
0,22.0,169.0,53.0,137,2016,0,48,No Medal
1,17.0,178.0,65.0,64,2014,1,18,No Medal
1,22.0,168.0,58.0,57,2016,0,2,No Medal
1,28.0,177.0,85.0,99,2016,0,30,No Medal
0,23.0,165.0,58.0,137,2016,0,48,No Medal
0,29.0,187.0,65.0,26,2016,0,45,No Medal
0,30.0,169.0,57.0,195,2016,0,2,No Medal
0,16.0,168.0,58.0,56,2016,0,26,No Medal
0,23.0,165.0,65.0,122,2016,0,24,No Medal
1,22.0,188.0,80.0,198,2016,0,2,No Medal
1,22.0,204.0,100.0,113,2016,0,29,No Medal
1,27.0,198.0,100.0,198,2016,0,38,Bronze
1,27.0,198.0,100.0,198,2016,0,38,Bronze
1,27.0,198.0,100.0,198,2016,0,38,Gold
1,27.0,198.0,100.0,198,2016,0,38,Gold
0,22.0,168.0,57.0,133,2016,0,12,No Medal
0,37.0,170.0,65.0,26,2016,0,4,No Medal
1,25.0,190.0,80.0,100,2016,0,8,No Medal
1,23.0,191.0,86.0,17,2016,0,38,No Medal
1,23.0,191.0,86.0,17,2016,0,38,No Medal
1,20.0,177.0,80.0,176,2014,1,0,No Medal
0,37.0,162.0,51.0,17,2014,1,18,No Medal
1,19.0,175.0,68.0,154,2016,0,40,No Medal
1,23.0,182.0,70.0,117,2016,0,31,No Medal
0,18.0,168.0,58.0,188,2014,1,0,No Medal
0,18.0,168.0,58.0,188,2014,1,0,No Medal
1,28.0,194.0,92.0,56,2016,0,45,No Medal
0,17.0,162.0,60.0,161,2016,0,38,No Medal
1,25.0,176.0,80.0,4,2016,0,31,No Medal
0,25.0,171.0,62.0,159,2016,0,14,No Medal
1,28.0,175.0,75.0,158,2016,0,30,Bronze
1,32.0,188.0,88.0,74,2016,0,46,No Medal
1,27.0,193.0,104.0,158,2016,0,30,Bronze
0,23.0,171.0,49.0,192,2014,1,16,No Medal
1,35.0,187.0,93.0,93,2016,0,29,No Medal
0,23.0,164.0,66.0,64,2016,0,24,Silver
0,21.0,172.0,63.0,139,2016,0,31,No Medal
0,21.0,168.0,63.0,139,2016,0,31,No Medal
1,21.0,193.0,75.0,7,2016,0,2,No Medal
1,24.0,202.0,90.0,64,2016,0,38,No Medal
0,26.0,168.0,67.0,33,2014,1,23,Gold
1,24.0,168.0,70.0,152,2016,0,17,No Medal
0,22.0,166.0,52.0,93,2014,1,10,No Medal
0,22.0,166.0,52.0,93,2014,1,10,No Medal
1,31.0,181.0,76.0,26,2016,0,15,No Medal
0,24.0,163.0,55.0,201,2016,0,5,No Medal
0,38.0,165.0,50.0,59,2016,0,2,No Medal
0,23.0,173.0,64.0,43,2016,0,2,No Medal
1,23.0,191.0,72.0,43,2016,0,17,No Medal
1,41.0,170.0,72.0,37,2016,0,19,No Medal
1,32.0,189.0,82.0,59,2016,0,46,No Medal
0,31.0,170.0,67.0,59,2016,0,21,No Medal
0,23.0,167.0,50.0,59,2016,0,28,Silver
0,20.0,165.0,66.0,48,2016,0,2,No Medal
1,27.0,202.0,95.0,121,2016,0,45,No Medal
0,20.0,160.0,59.0,43,2016,0,1,No Medal
0,20.0,160.0,59.0,43,2016,0,1,No Medal
1,19.0,170.0,60.0,121,2016,0,17,No Medal
0,30.0,164.0,58.0,6,2016,0,22,No Medal
1,23.0,174.0,66.0,145,2016,0,40,No Medal
0,21.0,147.0,47.0,84,2016,0,47,Silver
0,25.0,170.0,63.0,33,2016,0,2,No Medal
1,41.0,189.0,80.0,72,2016,0,14,No Medal
1,41.0,189.0,80.0,72,2016,0,14,Bronze
1,29.0,179.0,72.0,84,2016,0,3,Gold
0,34.0,160.0,62.0,87,2016,0,32,No Medal
0,17.0,150.0,63.0,56,2016,0,47,No Medal
1,23.0,192.0,68.0,56,2016,0,41,No Medal
1,25.0,182.0,56.0,33,2016,0,2,No Medal
1,25.0,182.0,56.0,33,2016,0,2,No Medal
0,20.0,170.0,57.0,56,2016,0,39,No Medal
0,20.0,170.0,57.0,56,2016,0,39,No Medal
1,21.0,180.5,72.0,14,2016,0,2,No Medal
1,36.0,184.0,66.0,63,2014,1,35,No Medal
1,36.0,184.0,66.0,63,2014,1,35,No Medal
1,36.0,184.0,66.0,63,2014,1,35,No Medal
0,28.0,165.0,58.0,39,2016,0,2,No Medal
0,28.0,165.0,58.0,39,2016,0,2,No Medal
0,35.0,169.0,60.0,133,2016,0,32,No Medal
1,28.0,173.0,72.0,84,2016,0,3,No Medal
0,18.0,163.0,58.0,198,2016,0,43,No Medal
0,24.0,160.0,64.0,190,2016,0,2,No Medal
0,24.0,160.0,64.0,190,2016,0,2,No Medal
0,24.0,160.0,64.0,190,2016,0,2,No Medal
0,14.0,168.0,54.0,38,2016,0,38,No Medal
0,14.0,168.0,54.0,38,2016,0,38,No Medal
1,27.0,178.0,83.0,64,2016,0,30,No Medal
1,30.0,192.0,102.0,93,2016,0,46,Bronze
1,22.0,197.0,91.0,157,2016,0,29,No Medal
0,33.0,177.0,60.0,113,2016,0,2,No Medal
0,27.0,172.0,74.0,93,2016,0,46,Silver
1,27.0,183.0,75.0,72,2016,0,9,No Medal
1,27.0,180.0,87.0,68,2016,0,2,No Medal
0,27.0,173.0,68.0,68,2016,0,31,No Medal
0,28.0,173.0,68.0,164,2016,0,29,No Medal
1,23.0,190.0,76.0,2,2016,0,17,No Medal
1,23.0,180.0,66.0,116,2016,0,12,No Medal
1,27.0,191.0,75.0,116,2016,0,48,No Medal
1,26.0,167.0,65.0,64,2016,0,20,No Medal
1,26.0,167.0,65.0,64,2016,0,20,No Medal
0,37.0,158.0,50.0,2,2016,0,2,No Medal
1,22.0,190.0,64.0,137,2016,0,8,No Medal
1,20.0,172.0,79.0,137,2016,0,17,Bronze
1,26.0,190.0,80.0,179,2016,0,17,No Medal
1,20.0,180.0,62.0,33,2016,0,2,Bronze
0,22.0,166.0,60.0,64,2016,0,2,No Medal
0,23.0,171.0,51.0,192,2016,0,2,No Medal
1,28.0,176.0,60.0,192,2016,0,2,No Medal
1,25.0,192.0,125.0,192,2016,0,48,Gold
0,23.0,170.0,69.0,196,2016,0,9,No Medal
1,31.0,175.0,90.0,87,2016,0,48,No Medal
1,21.0,165.0,56.0,199,2016,0,8,Bronze
1,28.0,180.0,72.0,98,2014,1,10,No Medal
1,28.0,180.0,72.0,98,2014,1,10,No Medal
1,28.0,187.0,79.0,159,2016,0,15,No Medal
1,28.0,187.0,79.0,159,2016,0,15,Gold
0,22.0,163.0,61.0,198,2016,0,2,Gold
0,28.0,191.0,79.0,198,2016,0,45,Bronze
1,27.0,188.0,85.0,137,2016,0,9,No Medal
1,44.0,168.0,65.0,97,2016,0,32,No Medal
0,28.0,160.0,49.0,116,2016,0,2,No Medal
0,28.0,160.0,49.0,116,2016,0,2,No Medal
1,33.0,175.0,58.0,192,2016,0,2,No Medal
1,30.0,189.0,83.0,137,2016,0,4,No Medal
1,30.0,187.0,80.0,137,2016,0,17,Bronze
1,19.0,188.0,80.0,56,2016,0,38,No Medal
1,19.0,188.0,80.0,56,2016,0,38,No Medal
1,25.0,180.0,78.0,191,2016,0,31,No Medal
0,26.0,183.0,74.0,198,2016,0,15,Bronze
0,18.0,168.0,60.0,98,2014,1,25,No Medal
0,19.0,174.0,63.0,14,2016,0,38,No Medal
0,21.0,159.0,50.0,14,2016,0,2,No Medal
1,25.0,177.0,80.0,89,2016,0,24,No Medal
1,33.0,177.0,79.0,86,2016,0,32,No Medal
0,18.0,182.0,57.0,142,2016,0,2,No Medal
1,25.0,165.0,49.0,104,2016,0,2,No Medal
1,28.0,174.0,74.0,104,2016,0,32,No Medal
1,28.0,174.0,74.0,104,2016,0,32,No Medal
0,22.0,170.0,57.0,148,2016,0,38,No Medal
1,45.0,178.0,82.0,155,2016,0,32,No Medal
1,21.0,193.0,89.0,155,2016,0,14,No Medal
1,21.0,193.0,89.0,155,2016,0,14,No Medal
0,24.0,160.0,57.0,194,2016,0,47,No Medal
0,26.0,160.0,75.0,142,2016,0,32,No Medal
0,18.0,162.0,53.0,194,2016,0,38,No Medal
1,31.0,192.0,86.0,104,2016,0,2,No Medal
1,49.0,178.0,95.0,86,2016,0,32,Gold
1,22.0,163.0,69.0,104,2016,0,47,No Medal
1,30.0,177.0,79.0,86,2016,0,32,No Medal
0,16.0,160.0,55.0,155,2016,0,2,No Medal
1,28.0,173.0,67.0,142,2016,0,2,No Medal
1,31.0,168.0,85.0,194,2016,0,32,No Medal
1,22.0,166.0,64.0,96,2016,0,8,No Medal
1,22.0,181.0,75.0,89,2016,0,29,No Medal
0,21.0,160.0,45.0,27,2016,0,2,No Medal
1,31.0,173.0,68.0,142,2016,0,32,No Medal
1,17.0,190.0,86.0,155,2016,0,38,No Medal
0,17.0,167.0,60.0,27,2016,0,38,No Medal
1,39.0,176.0,88.0,194,2016,0,32,No Medal
1,38.0,164.0,105.0,86,2016,0,32,No Medal
0,29.0,152.0,45.0,104,2016,0,15,No Medal
1,40.0,163.0,60.0,104,2016,0,2,No Medal
1,52.0,183.0,83.0,86,2016,0,32,Bronze
1,37.0,180.0,95.0,155,2016,0,21,No Medal
1,34.0,177.0,86.0,155,2016,0,14,No Medal
1,34.0,177.0,86.0,155,2016,0,14,No Medal
1,20.0,175.0,62.0,194,2016,0,38,No Medal
0,23.0,169.0,57.0,148,2016,0,2,No Medal
1,25.0,184.0,79.0,86,2016,0,15,No Medal
1,23.0,172.0,61.0,116,2016,0,2,No Medal
1,33.0,194.0,73.0,155,2016,0,14,No Medal
1,33.0,194.0,73.0,155,2016,0,14,No Medal
1,27.0,180.5,72.0,194,2016,0,2,No Medal
1,20.0,178.0,68.0,89,2016,0,17,No Medal
1,25.0,181.0,72.0,56,2016,0,15,No Medal
0,30.0,164.0,55.0,59,2016,0,31,No Medal
0,32.0,179.0,58.0,116,2016,0,2,No Medal
1,23.0,174.0,70.0,87,2016,0,40,No Medal
1,24.0,170.0,67.0,87,2016,0,40,No Medal
1,24.0,173.0,62.0,64,2016,0,12,No Medal
1,24.0,173.0,62.0,64,2016,0,12,No Medal
1,24.0,188.0,110.0,59,2016,0,46,No Medal
1,25.0,178.0,67.0,59,2016,0,44,No Medal
1,22.0,202.0,87.0,48,2016,0,41,No Medal
1,36.0,174.0,65.0,6,2016,0,14,No Medal
1,36.0,174.0,65.0,6,2016,0,14,No Medal
1,35.0,172.0,67.0,176,2016,0,12,No Medal
0,30.0,172.0,62.0,192,2016,0,4,No Medal
1,24.0,187.0,76.0,59,2016,0,38,No Medal
0,25.0,174.0,70.0,10,2016,0,29,No Medal
0,23.0,165.0,55.0,6,2016,0,22,No Medal
0,33.0,179.0,90.0,59,2016,0,21,No Medal
1,27.0,165.0,66.0,159,2016,0,48,No Medal
1,26.0,175.0,70.0,119,2016,0,42,No Medal
1,34.0,180.0,71.0,26,2016,0,31,No Medal
1,25.0,172.0,85.0,26,2016,0,30,No Medal
0,22.0,169.0,47.0,130,2016,0,2,No Medal
0,31.0,169.0,69.0,68,2014,1,0,No Medal
0,31.0,169.0,69.0,68,2014,1,0,No Medal
0,31.0,169.0,69.0,68,2014,1,0,No Medal
0,18.0,168.0,57.0,98,2014,1,18,No Medal
0,24.0,183.0,75.0,10,2016,0,29,No Medal
1,29.0,188.0,71.0,68,2016,0,29,No Medal
1,31.0,184.0,75.0,59,2016,0,22,No Medal
0,30.0,171.0,58.0,141,2016,0,31,Silver
1,30.0,180.0,81.0,154,2016,0,2,No Medal
1,26.0,189.0,93.0,12,2016,0,29,No Medal
1,24.0,182.0,81.0,29,2016,0,48,No Medal
1,24.0,190.0,98.0,7,2016,0,48,Gold
1,26.0,180.0,150.0,7,2016,0,47,No Medal
0,28.0,169.0,60.0,12,2016,0,8,No Medal
1,38.0,186.0,93.0,98,2016,0,9,No Medal
1,30.0,193.0,96.0,171,2016,0,46,Gold
0,19.0,171.0,52.0,61,2016,0,2,No Medal
1,20.0,185.0,92.0,128,2014,1,0,No Medal
1,20.0,185.0,92.0,128,2014,1,0,No Medal
1,20.0,185.0,92.0,128,2014,1,0,No Medal
0,30.0,178.0,65.0,203,2016,0,2,No Medal
1,25.0,180.0,64.0,198,2014,1,35,No Medal
1,25.0,180.0,64.0,198,2014,1,35,No Medal
1,25.0,180.0,64.0,198,2014,1,35,No Medal
0,34.0,177.0,68.0,26,2016,0,21,No Medal
0,18.0,170.0,48.0,11,2016,0,39,No Medal
0,18.0,171.0,50.0,11,2016,0,39,No Medal
0,25.0,180.0,60.0,74,2016,0,2,No Medal
1,26.0,191.0,105.0,157,2016,0,48,No Medal
1,21.0,207.0,90.0,138,2016,0,41,Silver
0,29.0,165.0,59.0,46,2016,0,5,No Medal
1,41.0,182.0,92.0,179,2014,1,23,Silver
0,44.0,162.0,50.0,179,2016,0,14,No Medal
0,44.0,162.0,50.0,179,2016,0,14,No Medal
0,41.0,163.0,56.0,179,2016,0,14,No Medal
0,41.0,163.0,56.0,179,2016,0,14,No Medal
1,22.0,173.0,75.0,175,2016,0,2,No Medal
1,32.0,185.0,84.0,115,2016,0,2,No Medal
0,31.0,176.0,75.0,40,2016,0,48,No Medal
1,26.0,180.5,72.0,143,2016,0,2,No Medal
1,20.0,173.0,52.0,68,2016,0,8,No Medal
0,27.0,170.0,65.0,198,2016,0,2,Silver
1,22.0,185.0,71.0,89,2016,0,17,No Medal
1,21.0,180.0,75.0,89,2016,0,17,No Medal
0,28.0,160.0,44.0,36,2016,0,2,No Medal
1,37.0,186.0,130.0,21,2016,0,2,No Medal
1,23.0,182.0,75.0,98,2016,0,8,No Medal
0,27.0,162.0,60.0,26,2016,0,17,No Medal
1,40.0,175.0,80.0,159,2016,0,32,No Medal
1,30.0,203.0,106.0,26,2016,0,5,Gold
1,18.0,170.0,63.0,98,2016,0,43,No Medal
0,18.0,185.0,57.0,87,2016,0,41,Bronze
1,26.0,183.0,76.0,158,2016,0,2,No Medal
0,23.0,180.0,60.0,147,2016,0,38,No Medal
0,14.0,175.0,60.0,12,2016,0,38,No Medal
0,31.0,170.0,65.0,68,2016,0,30,No Medal
0,18.0,168.0,57.0,34,2016,0,31,No Medal
0,19.0,166.0,57.0,181,2016,0,40,No Medal
1,21.0,185.0,84.0,198,2016,0,2,No Medal
1,20.0,178.0,72.0,95,2016,0,2,Silver
1,23.0,183.0,130.0,11,2016,0,24,No Medal
0,26.0,178.0,72.0,10,2016,0,17,No Medal
1,21.0,182.0,77.0,60,2016,0,38,No Medal
0,26.0,169.0,54.0,68,2016,0,39,No Medal
1,23.0,171.0,60.0,163,2016,0,8,No Medal
0,27.0,184.0,80.0,179,2016,0,21,No Medal
1,31.0,165.0,55.0,55,2016,0,2,No Medal
0,24.0,165.0,53.0,48,2016,0,2,No Medal
1,19.0,186.0,73.0,26,2016,0,38,No Medal
1,19.0,186.0,73.0,26,2016,0,38,No Medal
1,27.0,188.0,98.0,26,2016,0,21,No Medal
1,46.0,180.0,90.0,26,2016,0,32,No Medal
1,46.0,180.0,90.0,26,2016,0,32,No Medal
1,31.0,177.0,75.0,26,2016,0,38,No Medal
0,24.0,168.0,58.0,26,2016,0,14,No Medal
0,24.0,168.0,58.0,26,2016,0,14,No Medal
1,22.0,176.0,78.0,26,2016,0,14,No Medal
1,22.0,176.0,78.0,26,2016,0,14,No Medal
0,28.0,170.0,98.0,4,2016,0,21,No Medal
1,23.0,173.0,73.0,10,2014,1,6,No Medal
1,23.0,173.0,73.0,10,2014,1,6,No Medal
1,35.0,191.0,102.0,26,2016,0,46,No Medal
0,21.0,165.0,60.0,159,2014,1,0,No Medal
0,26.0,173.0,67.0,147,2016,0,41,No Medal
1,27.0,164.0,52.0,159,2016,0,8,No Medal
1,29.0,186.0,90.0,155,2016,0,21,No Medal
0,38.0,180.0,64.0,179,2016,0,38,No Medal
1,36.0,180.0,81.0,6,2016,0,31,No Medal
0,31.0,172.0,60.0,139,2016,0,21,Bronze
0,16.0,158.0,50.0,72,2016,0,20,No Medal
0,16.0,158.0,50.0,72,2016,0,20,No Medal
0,16.0,158.0,50.0,72,2016,0,20,No Medal
0,17.0,157.0,52.0,72,2014,1,35,No Medal
0,27.0,175.0,110.0,26,2016,0,24,No Medal
0,19.0,165.0,64.0,176,2014,1,23,Bronze
1,27.0,193.0,98.0,11,2014,1,23,No Medal
1,20.0,185.0,90.0,196,2016,0,9,No Medal
1,25.0,191.0,78.0,121,2016,0,2,No Medal
0,19.0,170.0,52.0,198,2016,0,39,No Medal
1,24.0,175.0,72.0,198,2014,1,33,No Medal
1,24.0,175.0,72.0,198,2014,1,33,No Medal
1,24.0,175.0,72.0,198,2014,1,33,No Medal
1,24.0,175.0,72.0,198,2014,1,33,Silver
1,32.0,173.0,67.0,59,2016,0,14,No Medal
1,32.0,173.0,67.0,59,2016,0,14,No Medal
0,21.0,162.0,60.0,43,2016,0,39,No Medal
1,20.0,181.0,76.0,82,2016,0,17,No Medal
1,25.0,173.0,60.0,48,2016,0,8,Bronze
1,22.0,188.0,93.0,6,2016,0,30,No Medal
1,31.0,174.0,74.0,59,2016,0,14,No Medal
1,31.0,174.0,74.0,59,2016,0,14,No Medal
1,22.0,180.0,84.0,59,2016,0,1,No Medal
1,22.0,180.0,84.0,59,2016,0,1,No Medal
0,30.0,176.0,70.0,43,2016,0,24,Silver
1,22.0,183.0,64.0,26,2016,0,2,No Medal
0,17.0,169.0,55.0,56,2016,0,39,No Medal
0,19.0,155.0,59.0,144,2016,0,20,No Medal
0,19.0,155.0,59.0,144,2016,0,20,No Medal
0,19.0,155.0,59.0,144,2016,0,20,No Medal
0,19.0,155.0,59.0,144,2016,0,20,No Medal
1,29.0,183.0,73.0,46,2016,0,12,No Medal
1,22.0,165.0,58.0,61,2016,0,2,No Medal
1,24.0,180.5,72.0,73,2016,0,2,No Medal
0,26.0,190.0,84.0,64,2016,0,4,No Medal
1,19.0,175.0,64.0,61,2016,0,2,No Medal
0,32.0,162.0,57.0,43,2016,0,24,No Medal
1,24.0,193.0,70.0,117,2016,0,2,No Medal
0,28.0,191.0,63.0,137,2016,0,2,No Medal
1,26.0,180.0,87.0,179,2016,0,2,No Medal
1,26.0,193.0,100.0,99,2016,0,30,No Medal
1,18.0,170.0,65.0,66,2016,0,38,No Medal
1,30.0,176.0,82.0,176,2014,1,23,No Medal
1,21.0,182.0,82.0,176,2014,1,18,No Medal
0,36.0,169.0,64.0,6,2016,0,9,No Medal
0,36.0,169.0,64.0,6,2016,0,9,No Medal
0,17.0,165.0,54.0,56,2016,0,13,No Medal
1,18.0,199.0,80.0,56,2016,0,15,No Medal
1,28.0,187.0,87.0,56,2016,0,21,No Medal
0,36.0,168.0,54.0,13,2016,0,2,No Medal
1,27.0,188.0,82.0,68,2016,0,22,No Medal
0,29.0,164.0,65.0,64,2016,0,30,No Medal
1,24.0,180.0,85.0,70,2016,0,48,No Medal
1,28.0,210.0,102.0,137,2016,0,4,No Medal
0,17.0,170.0,62.0,91,2016,0,31,No Medal
0,18.0,162.0,47.0,199,2016,0,28,No Medal
0,27.0,164.0,56.0,184,2016,0,3,No Medal
0,19.0,163.0,60.0,188,2014,1,10,No Medal
1,32.0,171.0,55.0,176,2014,1,35,No Medal
1,32.0,171.0,55.0,176,2014,1,35,No Medal
0,28.0,157.0,54.0,33,2014,1,10,No Medal
0,28.0,157.0,54.0,33,2014,1,10,No Medal
0,28.0,157.0,54.0,33,2014,1,10,No Medal
1,17.0,184.0,82.0,73,2016,0,47,No Medal
1,23.0,164.0,56.0,64,2014,1,16,No Medal
1,23.0,164.0,56.0,64,2014,1,16,No Medal
1,32.0,190.0,104.0,99,2016,0,30,No Medal
0,29.0,186.0,84.0,26,2016,0,21,No Medal
1,22.0,179.0,60.0,25,2016,0,2,No Medal
1,24.0,170.0,61.0,156,2016,0,2,No Medal
1,26.0,191.0,100.0,73,2016,0,2,No Medal
0,23.0,171.0,52.0,73,2016,0,2,No Medal
